year,arxiv_id,title,abstract,created,updated,authors,categories,link
2025,2505.01710,RVSNUpy: A Python Package for Spectroscopic Redshift Measurement Based on Cross-Correlation,"We introduce RVSNUpy, a new Python package designed to measure spectroscopic redshifts. Based on inverse-variance weighted cross-correlation, RVSNUpy determines the redshifts by comparing observed spectra with various rest-frame template spectra. We test the performance of RVSNUpy based on ~ 6000 objects in the HectoMAP redshift survey observed with both SDSS and MMT/Hectospec. We demonstrate that a slight redshift offset (~ 40 km/s) between SDSS and MMT/Hectospec measurements reported from previous studies results from the small offsets in the redshift template spectra used for SDSS and Hectospec reductions. We construct the universal set of template spectra, including empirical SDSS template spectra, carefully calibrated to the rest frame. Our test for the HectoMAP objects with duplicated observations shows that RVSNUpy with the universal template spectra yields the homogeneous redshift from the spectra obtained with different spectrographs. We highlight that RVSNUpy is a powerful redshift measurement tool for current and future large-scale spectroscopy surveys, including A-SPEC, DESI, 4MOST, and Subaru/PFS.",2025-05-03,2025-05-06,Taewan Kim; Jubee Sohn; Ho Seong Hwang,astro-ph.CO; astro-ph.IM,https://arxiv.org/abs/2505.01710
2025,2509.09743,Quantum Langevin Dynamics,"Previous years researchers began to simulate open quantum system, taking into account the interaction between system and the environment. One approach to deal with this problem is to use the density matrix within the Liouville-von-Neumann formalism or the Markovian variant the Lindblad equations. Another way is to use a stochastic approach where a random force is added to the system. The benefit of the stochastic approach is to solve the dynamics of the system with less time and memory than the density matrix approaches. In this project we want to develop a stochastic approach that can deal with the stochastic wave functions approach. We did this on a 2-level system and found that it works well when comparing to a density matrix approach. Next, we tested a quantum particle connect to a bath of harmonic oscillators using the stochastic approach. We found that a friction term is necessary and applied it. Like in the classical Langevin equations the friction constant and the random force fluctuations are related by the fluctuation-dissipation constant. We showed that with friction the dynamics decays to an ensemble with energy of $E_{gs}+k_BT$. However, we also found here are problems. The system seems to absorb energy indefinitely if the temperature is higher than the zero point energy or if the system is a Morse oscillator. Thus more research is required to make this method work.",2025-09-11,2025-09-15,Mohammad Attrash; Roi Baer,quant-ph; cond-mat.mtrl-sci,https://arxiv.org/abs/2509.09743
2025,2507.17238,Coupling of magnetic and lattice collective excitations in the 2D van der Waals antiferromagnet FePS$_{3}$,"We combine polarized infrared magneto-transmission and Faraday angle rotation measurements to map the collective excitations of the van der Waals antiferromagnet FePS$_3$. Below the Néel temperature ($T_\mathrm{N} \approx 118~\mathrm{K}$), the phonon spectrum becomes strongly anisotropic, reflecting the underlying zigzag antiferromagnetic order. In contrast, a prominent excitation at $122~\mathrm{cm}^{-1}$ ($15$~meV) is polarization-independent, hardens on cooling, and splits linearly with magnetic field, identifying its magnetic origin. From absolute transmission and Faraday rotation, we reconstruct the circular optical conductivities and reveal a pronounced dichroism of the field-split excitations. The upper branch near $129~\mathrm{cm}^{-1}$ exhibits a reduced dichroic response, consistent with hybridization with a nearby infrared phonon. Several phonon modes exhibit sizable Faraday rotation, providing evidence for spin-phonon coupling and demonstrating that lattice vibrations acquire magnetic-field-dependent optical activity. In addition, additional excitations appear in the infrared spectra and a broad mid-infrared feature near $900~\mathrm{cm}^{-1}$ emerges only below $T_\mathrm{N}$, consistent with a modified lattice response in the magnetic state. These results highlight the anisotropic nature of spin--phonon coupling in FePS$_3$ and establish polarization-resolved magneto-optical spectroscopy as a powerful probe of coupled spin and lattice dynamics in two-dimensional antiferromagnets.",2026-06-08,2026-06-16,Kartik Panda; Itzik Kapon; Dumitru Dumcenco; Dirk van der Marel; Alexey Kuzmenko; Nimrod Bachar,cond-mat.str-el,https://arxiv.org/abs/2507.17238
2025,2504.00114,Multiphoton Quantum Interference at Ultracompact Inverse-Designed Multiport Beam Splitter,"Photonic quantum technologies enter a new phase when realized in photonic integrated circuits, leading to a great advance in practical applications. In the pursuit of high integration density and low circuit complexity, ultracompact devices delivered by topology optimization offer a promising solution to miniaturize these photonic systems even further. However, their potential for quantum experiments has not yet been fully explored despite the constant development. In this work, we demonstrate multiphoton quantum interference using a topology-optimized tritter with a size of 8.0 $\rmμ$m $\times$ 4.5 $\rmμ$m. We characterize the tritter and reconstruct its transfer matrix by means of single- and two-photon statistics. We also perform heralded three-photon quantum interference with the tritter. The measured four-fold coincidence features a peak with visibility of (-47.9$\pm$ 8.6)%, which is in fair agreement with the prediction of -55.8% estimated from the reconstructed transfer matrix. Our work confirms successful multiphoton quantum interference at an ultracompact interferometer and demonstrates the possibility of utilizing topology-optimized multiport interferometers in various fields of quantum technologies.",2025-03-31,2025-04-02,Shiang-Yu Huang; Shreya Kumar; Jeldrik Huster; Yannick Augenstein; Carsten Rockstuhl; Stefanie Barz,quant-ph,https://arxiv.org/abs/2504.00114
2025,2509.20487,Magnon-magnon coupling efficiency of $η$=0.5 in weakly pinned synthetic antiferromagnets,"Synthetic antiferromagnets (SAFs) consist of two ferromagnetic layers that are antiferromagnetically coupled. These systems support complex dynamical magnetic excitations, where interlayer coupling gives rise to both in-phase (acoustic) and anti-phase (optical) magnonic modes. Typically, simultaneous excitation of both modes requires breaking the symmetry between the ferromagnetic layers -- commonly achieved through slight misalignment of the experimental setup or by modifying the intrinsic magnetic properties. In our approach, we utilize a pinned synthetic antiferromagnet (pSAF), where one of the ferromagnetic layers is exchange-coupled to an antiferromagnet. We demonstrate that by tuning the thickness of the antiferromagnet and slightly enhancing the magnetic anisotropy of the pinned layer, both acoustic and optical modes can be efficiently excited -- without the need for experimental misalignment or changes to the intrinsic material properties. Under specific conditions, the magnon dispersion relations exhibit anti-crossing behavior, resulting in the emergence of a magnonic bandgap -- a clear signature of strong magnon-magnon coupling. The coupling efficiency $η$, defined as the ratio between the bandgap and the characteristic frequency, reaches $η= 0.5$, approaching the ultra-strong coupling regime ($η= 1$). The combination of strong mode hybridization, a sizable magnonic bandgap, and high ferromagnetic resonance (FMR) coherence over large areas -- all achieved at room temperature without cryogenic cooling -- underscores the potential of these systems for quantum magnonic applications, including quantum computing.",2025-09-24,2025-09-26,Dirk Backes,cond-mat.mes-hall; cond-mat.mtrl-sci,https://arxiv.org/abs/2509.20487
2025,2508.19846,Selected topics in string field theory,"This thesis contains of two parts: The first part is a pedagogical introduction into the field of bosonic SFT. After discussing some general properties we expect, Witten's open SFT and Zwiebach's closed SFT are presented in detail. This means we set up the action, explain the algebraical and geometrical structure and mention physical applications. In the open case we review the most important analytic solutions including the necessary operator technology whileas in the closed case we focus on quantization and the more elaborate construction of the vertices. The second part contains of reprints of papers completed within the PhD: 2301.13182, 2402.00308, 2410.16228 and 2411.15123.",2025-08-27,2025-08-28,Georg Stettinger,hep-th,https://arxiv.org/abs/2508.19846
2025,2505.00064,Quantum-inspired exoplanet detection in the presence of experimental imperfections,"Ideal spatial demultiplexing (SPADE) is proven to be a quantum-optimal tool for exoplanet detection, i.e., asymmetric source discrimination. However, recent investigations into the related problems of separation estimation and symmetric source discrimination showed its efficiency to be limited in the presence of noise. In this work, we use analytical tools to scrutinize the practical applicability of SPADE and derive the associated optimal decision strategy for exoplanet detection in the presence of experimental imperfections. On the one hand, we find that the probability of detection of noisy SPADE has the same scaling with planet-star separation and relative brightness as conventional techniques, such as direct imaging and coronagraphs. On the other hand, we prove that, due to a superior scaling coefficient under realistic noise conditions, SPADE remains the most efficient method for practical exoplanet detection in the sub-Rayleigh regime.",2025-07-21,2025-10-20,Tomasz Linowski; Konrad Schlichtholz; Giacomo Sorelli,astro-ph.IM; astro-ph.EP; quant-ph,https://arxiv.org/abs/2505.00064
2025,2501.13660,Scattering Insights into Shear-Induced Scission of Rod-like Micelles,"Hypothesis Understanding the scission of rod-like micelles under mechanical forces is crucial for optimizing their stability and behavior in industrial applications. This study investigates how micelle length, flexibility, and external forces interact, offering insights into the design of micellar systems in processes influenced by mechanical stress. Although significant, direct experimental observations of flow-induced micellar scission using scattering techniques remain scarce. Experiments and Simulations Small angle neutron scattering (SANS) is used to explore the shear response of aqueous cetyltrimethylammonium bromide (CTAB) solutions with sodium nitrate. Rheological tests show shear thinning with no shear banding, ensuring a uniform flow field for reliable interpretation of scattering data. As shear rate increases, the scattering spectra show angular distortion, which is analyzed using spherical harmonic decomposition to characterize flow-induced scission and micelle orientation under shear. Findings Two analysis steps are used: a model-independent spectral eigendecomposition reveals a decrease in micellar length, while regression analysis quantifies the evolution of the length distribution and mean length with shear rate. Additionally, micelle alignment increases with shear, quantified by the orientational distribution function. These findings provide experimental evidence for flow-induced alignment and scission, offering a new framework for understanding shear-induced phenomena in micellar systems",2025-01-23,2025-01-24,Guan-Rong Huang; Ryan P. Murphy; Lionel Porcar; Chi-Huan Tung; Changwoo Do; Wei-Ren Chen,cond-mat.soft,https://arxiv.org/abs/2501.13660
2025,2507.19106,Stability of laminar monotone shear flows in a channel for high Reynolds number,"We consider the stability of a laminar flow $U\in C^4([-1,1])$ in the two-dimensional channel $\mathbb{R} \times[-1,1]$ in the large Reynolds number limit. Assuming that $U$ is strictly monotone but allowing $U^{\prime\prime}$ to vanish, we obtain that if the operator $$ {\mathcal K}_ν=-\frac{d^2}{dx^2}+\frac{U^{\prime\prime}}{U-ν} \,, $$ is strictly positive for all $ν\in\mathbb{R}$ for which $U^{\prime\prime}(U^{-1}(ν))=0$,then $U$ is stable for sufficiently large Reynolds number. This contribution generalizes previous results mostly by allowing long wave perturbations (but much shorter than the Reynolds number).",2025-07-25,2025-07-28,Yaniv Almog; Bernard Helffer,math.AP; math-ph; math.MP,https://arxiv.org/abs/2507.19106
2025,2505.07678,Energetic consistency and heat transport in Fourier-Galerkin truncations of free slip 3D rotating convection,"This paper examines the effects of energetic consistency in Fourier truncated models of the 3D Boussinesq-Coriolis (BC) equations as a case-study towards improving the realism of convective processes in climate models. As a benchmark we consider the Nusselt number, defined as the average vertical heat transport of a convective flow. A set of formulae are derived which give the ODE projection of the BC model onto any finite selection of modes. It is proven that projected ODE models obey energy relations consistent with the PDE if and only if a mode selection Criterion regarding the vertical resolution is satisfied. It is also proven that the energy relations imply the existence of a compact attractor for these ODE's, which then implies bounds on the Nusselt number. By contrast, it is proven that a broad class of energetically inconsistent models admit solutions with unbounded, exponential growth, precluding the existence of a compact attractor and giving an infinite Nusselt number. On the other hand, certain energetically inconsistent models can admit compact attractors as shown via a simple model. The above formulas are implemented in MATLAB, enabling a user to study any desired Fourier truncated model by selecting a desired finite set of Fourier modes. All code is made available on GitHub. Several numerical studies of the Nusselt number are conducted to assess the convergence of the Nusselt number with respect to increasing spatial resolution for consistent models and measure the distorting effects of inconsistency for more general solutions.",2025-05-25,2025-05-27,Jens D. M. Rademacher; Roland Welter,physics.flu-dyn; math.DS,https://arxiv.org/abs/2505.07678
2025,2501.16218,Active Hypothesis Testing for Quantum Detection of Phase-Shift Keying Coherent States,"This paper explores the quantum detection of Phase-Shift Keying (PSK)-coded coherent states through the lens of active hypothesis testing, focusing on a Dolinar-like receiver with constraints on displacement amplitude and energy. With coherent state slicing, we formulate the problem as a controlled sensing task in which observation kernels have parameters shrinking with sample size. The constrained open-loop error exponent and a corresponding upper bound on the Bayesian error probability are proven. Surprisingly, the exponent-optimal open-loop policy for binary PSK with high dark counts is not simply time-sharing. This work serves as a first step towards obtaining analytical insights through the active hypothesis testing framework for designing resource-constrained quantum communication receivers.",2025-01-27,2025-01-28,Yun-Feng Lo; Matthieu R. Bloch,quant-ph; cs.IT; cs.SY; eess.SY; math.IT,https://arxiv.org/abs/2501.16218
2025,2501.10029,Yellow stimulated emission from Dy$^{3+}$-doped silica glass microspheres,Dy$^{3+}$-doped silica glass whispering gallery mode microspheres are fabricated by fiber fusion splicing. They present an almost ideal spherical morphology with a radius ranging from 60 to 67 $μ$m as determined by confocal laser microscopy. The host composition of the microsphere is close to that of the fiber core. The dopant Dy$^{3+}$ ions are uniformly distributed across the microsphere as evidenced by $μ$-luminescence studies and present a luminescence lifetime. The Dy$^{3+}$-doped glass microspheres were excited via evanescent field coupling using a half-tapered fiber and a blue 450-nm GaN laser diode (direct pumping scheme). The yellow fluorescence of Dy$^{3+}$ ions is filtered by the whispering gallery modes (free spectral range: 0.5 nm for 67-$μ$m radius microsphere). The onset of stimulated emission is further observed highlighting the potential of such microresonators for narrow-linewidth light sources directly emitting visible light.,2025-01-17,2025-01-20,Abhishek Sureshkumar; Jonathan Demaimay; Georges Perin; Shahaz Hameed; Mohammed Guendouz; Hélène Ollivier; Yannick Dumeige; Pavel Loiko; Gurvan Brasse; Alain Braud; Patrice Camy; Stéphane Trebaol,physics.optics,https://arxiv.org/abs/2501.10029
2025,2504.17138,Venus and Bright Planets Through a Large-Scale Camera Obscura: Optical and Mechanical Issues of Conducting the Observations,"The article describes observations of the crescent of Venus and other bright planets using a large camera obscura. The goal of the article is to demonstrate that these observations can be successfully performed. Achieving positive results depends on solving several key problems. The most significant of these is the difficulty of perceiving the extremely faint light of a planet on the camera obscura screen. This issue is resolved through the use of special directional screens. Two main types (translucent and reflective) are described in the article. The construction of a so-called ``artificial Venus'', designed to test directional screens and determine the average sensitivity of human vision, is also presented. \\ Other serious challenges include aiming the camera obscura at the celestial object and compensating for Earth's rotation. One of the methods discussed involves the use of a flat intermediate mirror and a special mount for its guidance.\\ The objective of the paper is fulfilled through the presentation of both visual and photographic observation results. In addition to Venus's crescent, observations of the Saturn's rings are also presented. The proposed design of the camera obscura, which incorporates a specialized projection system, enables the separation of its two functions: directing light from objects and focusing its energy. The elements performing these tasks are fully scalable. This can be used in the construction of modern telescopes. The article also comments on the possibility of observing the phases of Venus in the distant past and the important consequences resulting from this.",2025-04-23,2025-04-25,Krzysztof Wójcik,astro-ph.IM,https://arxiv.org/abs/2504.17138
2025,2507.18117,"One Year of ASPEX-STEPS Operation: Characteristic Features, Observations and Science Potential","The SupraThermal and Energetic Particle Spectrometer (STEPS), a subsystem of the Aditya Solar wind Particle EXperiment (ASPEX) onboard India's Aditya-L1 satellite, is designed to study different aspects of energetic particles in the interplanetary medium from the Sun-Earth L1 point using six detector units oriented in different directions. This article presents details of the one-year operation (08 January 2024 - 28 February 2025) of the AL1-ASPEX-STEPS after the insertion of the satellite into the final halo orbit around the L1 point with emphasis on performance, science observations, and scientific potentials. Four out of six AL1-ASPEX-STEPS units exhibit a stable detector response throughout the observation period, confirming operational robustness. This work also includes the temporal variation of particle fluxes, spectra of ions during selected quiet times and transient events, and cross-comparisons with existing instruments at the L1 point. A strong correlation (with coefficient of determination, R2 ~ 0.9) is observed in the cross-comparison study, establishing the reliability of the AL1- ASPEX-STEPS observations. AL1-ASPEX-STEPS also captures different forms of energetic ion spectra similar to those observed by previous missions. These results underscore the instrument's potential to contribute significantly to the study of energetic particle acceleration, transport, and long-term space weather monitoring from the Sun-Earth L1 vantage point.",2025-07-24,2025-07-25,Jacob Sebastian; Bijoy Dalal; Aakash Gupta; Shiv Kumar Goyal; Dibyendu Chakrabarty; Santosh V. Vadawale; M. Shanmugam; Neeraj Kumar Tiwari; Arpit R. Patel; Aveek Sarkar; Aaditya Sarda; Tinkal Ladiya; Prashant Kumar; Manan S. Shah; Abhishek Kumar; Shivam Parashar; Pranav R. Adhyaru; Hiteshkumar L. Adalja; Piyush Sharma; Abhishek J. Verma; Nishant Singh; Sushil Kumar; Deepak Kumar Painkra; Swaroop B. Banerjee; K. P. Subramaniam; Bhas Bapat; M. B. Dadhania; P. Janardhan; Anil Bhardwaj,physics.space-ph; astro-ph.EP; astro-ph.IM; astro-ph.SR,https://arxiv.org/abs/2507.18117
2025,2506.07951,Stark Tuning and Charge State Control in Individual Telecom C-Band Quantum Dots,"Telecom wavelength quantum dots (QDs) are emerging as a promising solution for generating deterministic single photons compatible with existing fiber optic infrastructure. Emission in the low loss C band minimizes transmission losses, making them ideal for long distance quantum communication. In this work, we present a demonstration of both Stark tuning and charge state control of individual InAs/InP QDs operating within the telecom C-band. These QDs are grown by droplet epitaxy and embedded in an InP based n++-i-n+ heterostructure fabricated using MOVPE. The gated architecture enables the tuning of emission energy via the quantum confined Stark effect, with a tuning range exceeding 2.4 nm. It also allows for control over the QD charge occupancy, enabling access to multiple discrete excitonic states. Electrical tuning of the fine structure splitting is further demonstrated, opening a route to entangled photon pair generation at telecom wavelengths. The single photon character is confirmed via second order correlation measurements. These advances enable QDs to be tuned into resonance with other systems, such as cavity modes and emitters, marking a critical step toward scalable, fiber compatible quantum photonic devices.",2025-12-29,2025-12-30,N. J. Martin; A. J. Brash; A. Tomlinson; E. M. Sala; E. O. Mills; C. L. Phillips; R. Dost; L. Hallacy; P. Millington-Hotze; D. Hallett; K. A. O'Flaherty; J. Heffernan; M. S. Skolnick; A. M Fox; L. R. Wilson,quant-ph; physics.app-ph; physics.optics,https://arxiv.org/abs/2506.07951
2025,2501.01863,Linear Scaling Calculation of Atomic Forces and Energies with Machine Learning Local Density Matrix,"Accurately calculating energies and atomic forces with linear-scaling methods is a crucial approach to accelerating and improving molecular dynamics simulations. In this paper, we introduce HamGNN-DM, a machine learning model designed to predict atomic forces and energies using local density matrices in molecular dynamics simulations. This approach achieves efficient predictions with a time complexity of O(n), making it highly suitable for large-scale systems. Experiments in different systems demonstrate that HamGNN-DM achieves DFT-level precision in predicting the atomic forces in different system sizes, which is vital for the molecular dynamics. Furthermore, this method provides valuable electronic structure information throughout the dynamics and exhibits robust performance.",2025-01-03,2025-01-06,Zaizhou Xin; Yang Zhong; Xingao Gong; Hongjun Xiang,cond-mat.mtrl-sci; physics.chem-ph; physics.comp-ph,https://arxiv.org/abs/2501.01863
2025,2508.03850,Building Student Understanding of Quantum Information Science and Engineering through Projects on Applications to Medical Technologies,"Medical technologies, including quantum machine learning (QML) and quantum sensing, represent transformative tools for addressing some of the most pressing challenges in healthcare and drug discovery today. We discuss the ways that these topics engage the interest of high-school, undergraduate, and graduate students in understanding quantum information science and engineering. We describe how students built their understanding of these areas through a research project that allowed them to gain an understanding of the technology, its limitations, and the associated ethical considerations. We also consider the challenges of building this kind of work into the curriculum and of bringing students with interests in the biological and medical areas into quantum science and engineering.",2025-08-05,2025-08-07,Jessica L. Rosenberg; Nancy Holincheck,physics.ed-ph,https://arxiv.org/abs/2508.03850
2025,2505.09149,Manifestly Covariant Canonical Formalism of Quadratic Gravity,"We present the manifestly covariant quantization of quadratic gravity or higher-derivative gravity in the de Donder gauge condition (or harmonic gauge condition) for general coordinate invariance on the basis of the BRST transformation. We explicitly calculate various equal-time commutation relations (ETCRs), in particlular, the ETCRs between the metric tensor and its time derivatives in detail, and show that they are identically vanishing. We also clarify global symmetries, the physical content of quadratic gravity, and clearly show that this theory is not unitary and has a massive scalar, massive ghost and massless graviton as physical modes. Finally, we comment on confinement of the massive ghost, thereby recovering the unitarity of the physical S-matrix in quadratic gravity.",2025-05-14,2025-05-15,Ichiro Oda,hep-th; gr-qc,https://arxiv.org/abs/2505.09149
2025,2505.14342,Non-ideal MHD simulations of hot Jupiter atmospheres,"In Hot Jupiters (HJs), atmospherically induced magnetic fields are expected to play an important role in controlling the wind circulation and in determining their inflated radii. Here we perform 1D plane-parallel magnetohydrodynamic (MHD) simulations of HJ atmospheric columns, using the wind and thermodynamic profiles generated by global circulation models of different exo-planets. We quantitatively investigate the effects of magnetic field winding and Ohmic dissipation (previously considered in several works), with the addition of Hall drift and ambipolar diffusion. The main effect is the magnetic field winding in the full non-linear regime, with local azimuthal fields reaching maximum values up to ${\cal O}(10^2)$ G at the shear layer (typical pressure $\sim 1$ bar), much stronger than the assumed background field generated in the planetary interior. The associated meridional currents undergo Ohmic dissipation, with local heating efficiencies of at least $\sim$ ${10^{-6}}-10^{-3}$ (considering only these shallow layers). In addition to the dominant winding vs. Ohmic balance, the presence of the Hall and ambipolar terms have a non-negligible contribution in shaping and twisting the induced magnetic field at $p\lesssim 1$ bar; however this effect is only apparent for the hottest planets. Our results, though limited by construction to a plane-parallel approximation of the sub-stellar columns and with a simplified setup that cannot consistently include the magnetic drag on the wind, assess the non-linearity and complexity of the magnetic induction in HJs atmospheres, and call for a self-consistent inclusion of MHD effects in Ohmic dissipation studies and circulation models, beyond the often-assumed perturbative regime.",2025-05-20,2025-05-21,Clàudia Soriano-Guerrero; Daniele Viganò; Rosalba Perna; Albert Elias-López; Hayley Beltz,astro-ph.EP,https://arxiv.org/abs/2505.14342
2025,2501.08268,Little impact of mergers and galaxy morphology on the production and escape of ionizing photons in the early Universe,"Compact, star-forming galaxies with high star formation rate surface densities ($Σ_{\text{SFR}}$) are often efficient Lyman continuum (LyC) emitters at $z\leq 4.5$, likely as intense stellar feedback creates low-density channels that allow photons to escape. Irregular or disturbed morphologies, such as those resulting from mergers, can also facilitate LyC escape by creating anisotropic gas distributions. We investigate the influence of galaxy morphology on LyC production and escape at redshifts $5 \leq z \leq 7$ using observations from various \textit{James Webb Space Telescope} (JWST) surveys. Our sample consists of 436 sources, which are predominantly low-mass ($\sim 10^{8.15} M_\odot$), star-forming galaxies with ionizing photon efficiency ($ξ_{\rm ion}$) values consistent with canonical expectations. Since direct measurements of $f_{\rm esc}$ are not possible during the Epoch of Reionization (EoR), we predict $f_{\rm esc}$ for high-redshift galaxies by applying survival analysis to a subsample of LyC emitters from the Low-Redshift Lyman Continuum Survey (LzLCS), selected to be direct analogs of reionization-era galaxies. We find that these galaxies exhibit on average modest predicted escape fractions ($\sim 0.04$). Additionally, we assess the correlation between morphological features and LyC emission. Our findings indicate that neither $ξ_{\rm ion}$ nor the predicted $f_{\rm esc}$ values show a significant correlation with the presence of merger signatures. This suggests that in low-mass galaxies at $z \geq 5$, strong morphological disturbances are not the primary mechanism driving LyC emission and leakage. Instead, compactness and star formation activity likely play a more pivotal role in regulating LyC escape.",2025-01-14,2025-09-10,S. Mascia; L. Pentericci; M. Llerena; A. Calabrò; J. Matthee; S. Flury; F. Pacucci; A. Jaskot; R. O. Amorín; R. Bhatawdekar; M. Castellano; N. Cleri; L. Costantin; K. Davis; C. Di Cesare; M. Dickinson; A. Fontana; Y. Guo; M. Giavalisco; B. W. Holwerda; W. Hu; M. Huertas-Company; Intae Jung; J. Kartaltepe; D. Kashino; Anton M. Koekemoer; R. A. Lucas; J. Lotz; L. Napolitano; S. Jogee; S. Wilkins,astro-ph.GA,https://arxiv.org/abs/2501.08268
2025,2509.10866,Physics-informed neural network solves minimal surfaces in curved spacetime,"We develop a flexible framework based on physics-informed neural networks (PINNs) for solving boundary value problems involving minimal surfaces in curved spacetimes, with a particular emphasis on singularities and moving boundaries. By encoding the underlying physical laws into the loss function and designing network architectures that incorporate the singular behavior and dynamic boundaries, our approach enables robust and accurate solutions to both ordinary and partial differential equations with complex boundary conditions. We demonstrate the versatility of this framework through applications to minimal surface problems in anti-de Sitter (AdS) spacetime, including examples relevant to the AdS/CFT correspondence (e.g. Wilson loops and gluon scattering amplitudes) popularly used in the context of string theory in theoretical physics. Our methods efficiently handle singularities at boundaries, and also support both ""soft"" (loss-based) and ""hard"" (formulation-based) imposition of boundary conditions, including cases where the position of a boundary is promoted to a trainable parameter. The techniques developed here are not limited to high-energy theoretical physics but are broadly applicable to boundary value problems encountered in mathematics, engineering, and the natural sciences, wherever singularities and moving boundaries play a critical role.",2025-09-16,2025-09-17,Koji Hashimoto; Koichi Kyo; Masaki Murata; Gakuto Ogiwara; Norihiro Tanahashi,hep-th; cs.AI; cs.LG; gr-qc,https://arxiv.org/abs/2509.10866
2025,2508.18141,Simulating Electron Transfer on Noisy Quantum Computers,"While simple spin-boson models have been realized on quantum hardware, simulating extended electronic networks with local vibrational environments remains a fundamental challenge in the presence of non-equilibrium, long-lived electronic-vibrational (vibronic) coherence. We present a framework for the digital-analog simulation of open quantum systems governed by Hamiltonians with linear-vibronic coupling (LVC) and structured vibrational environments. Our approach exploits the intrinsic dissipation of qubits in near-term quantum hardware as a resource to emulate vibrational relaxation, combined with a model-specific error mitigation scheme to filter out noise sources incompatible with the target open system. We validate our strategy by resolving the vibronic transfer spectra of a one-dimensional donor-acceptor chain on IBM superconducting processors, reproducing non-Markovian dynamics and scaling the chain length up to 10 electronic sites, an unprecedented scale for chemical dynamics on quantum computers. Our model of vibronic electron transfer offers a portable, application-oriented benchmark for simulating long-lived entangled states on NISQ computers.",2026-05-28,2026-06-01,Marvin Gajewski; Alejandro D. Somoza; Gary Schmiedinghoff; Pascal Stadler; Michael Marthaler; Birger Horstmann,quant-ph,https://arxiv.org/abs/2508.18141
2025,2506.06678,Learning Variational Quantum Circuit Parameters with Classical Artificial Intelligence for Quantum Phase Transition Detection,"Learning many-body quantum states and quantum phase transitions remains a major challenge in quantum many-body physics. Classical machine learning methods offer certain advantages in addressing these difficulties. In this work, we propose a novel framework that bypasses the need to measure physical observables by directly learning the parameters of parameterized quantum circuits. By integrating the attention mechanism from large language models (LLMs) with a variational autoencoder (VAE), we efficiently capture hidden correlations within the circuit parameters. These correlations allow us to extract information about quantum phase transitions in an unsupervised manner. Moreover, our VAE acts as a classical representation of parameterized quantum circuits and the corresponding many-body quantum states, enabling the efficient generation of quantum states associated with specific phases. We apply our framework to a variety of quantum systems and demonstrate its broad applicability, with particularly strong performance in identifying topological quantum phase transitions.",2026-02-01,2026-07-15,Xin Li; Zhang-Qi Yin,quant-ph,https://arxiv.org/abs/2506.06678
2025,2507.01010,Finite-cutoff Holographic Thermodynamics,"We develop a framework for holographic thermodynamics in finite-cutoff holography, extending the anti-de Sitter/conformal field theory (AdS/CFT) correspondence to incorporate a finite radial cutoff in the bulk and a $T^2$-deformed CFT on the boundary. We formulate the first laws of thermodynamics for a Schwarzschild-AdS (SAdS) black hole with a Dirichlet cutoff on the quasilocal boundary and its dual deformed CFT, introducing the deformation parameter as a thermodynamic variable. The holographic Euler relation for the deformed CFT and its equation of state are derived, alongside the Smarr relation for the bulk. We show that the Rupert teardrop coexistence curve defines a phase space island where deformation flow alters states, with up to three deformed CFTs or cut-off SAdS sharing a same phase transition temperature, one matching the seed CFT or original SAdS. These results offer insights into gravitational thermodynamics with boundary constraints and quantum gravity in finite spacetime regions.",2025-07-06,2025-07-08,Ming Zhang; Wen-Di Tan; Mengqi Lu; Dyuman Bhattacharya; Jiayue Yang; Robert B. Mann,hep-th; gr-qc,https://arxiv.org/abs/2507.01010
2025,2505.11603,Modeling the dynamics of aeolian meter-scale bedforms induced by bed heterogeneities,"Desert surfaces are typically non uniform, with individual sand dunes generally surrounded by gravel or non-erodible beds. Similarly, beaches vary in composition and moisture that enhances cohesion between the grains. These bed heterogeneities affect the aeolian transport properties greatly, and can then influence the emergence and dynamics of bedforms. Here, we propose a model that describes how, due to transport capacity being greater on consolidated than erodible beds, patches of sand can grow, migrate and spread to form bedforms with meter-scale length. Our approach has a quantitative agreement with high-resolution spatio-temporal observations, where conventional theory would predict the disappearance of these small bedforms. A crucial component of the model is that the transport capacity does not instantly change from one bed configuration to another. Instead, transport capacity develops over a certain distance, which thereby determines the short-term evolution of the bedform. The model predicts various stages in the development of these meter-scale bedforms, and explains how the evolution of bed elevation profiles observed in the field depends on the duration of the wind event and the intensity of the incoming sand flux. Our study thus sheds light on the initiation and dynamics of early-stage bedforms by establishing links between surface properties, emerging sand patterns and protodunes, commonly observed in coastal and desert landscapes.",2025-05-16,2025-05-20,C. Rambert; J. M. Nield; C. Narteau; P. Delorme; G. F. S. Wiggs; M. C. Baddock; J. Best; K. T. Christensen; P. Claudin,physics.geo-ph,https://arxiv.org/abs/2505.11603
